name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,longitude,latitude,easting,northing,category,year,,,,,,,,,,
Stewkley House,2 Wadsworth Rd ,,,Ealing,www.acava.org,12181269,E09000009,Perivale,E05000187,-0.317631001,51.53620195,516560.6104,183370.2758,Artists Workspaces,2018,,,,,,,,,,
Auto Italia,44 Bonner Road ,,,Tower Hamlets,http://autoitaliasoutheast.org/,6169839,E09000030,St. Peter's,E05009331,-0.052419253,51.53236861,534960.5731,183400.4324,Artists Workspaces,2018,,,,,,,,,,
Robinson Road,15 Robinson Road,Bethnal Green,,Tower Hamlets,www.acme.org.uk,6169839,E09000030,St. Peter's,E05009331,-0.052418128,51.53237471,534960.6331,183401.1122,Artists Workspaces,2018,,,,,,,,,,
Napier Works,57-63 Napier Rd,,,Newham,www.artcoreint.net,10008994852,E09000025,Wall End,E05000493,0.061946286,51.53075547,542895.5726,183438.4239,Artists Workspaces,2018,,,,,,,,,,
Sara Lane,60 Stanway Street,Hackney,,Hackney,www.spacestudios.org.uk,1E+11,E09000012,Hoxton East & Shoreditch,E05009377,-0.078929432,51.53318399,533119.9557,183442.5286,Artists Workspaces,2018,,,,,,,,,,
Ice House Court,Abby Road,Barking,,Barking and Dagenham,www.bowarts.org    www.artiststudiofinder.org   www.londonsartistquarter.org,10090633484,E09000002,Gascoigne,E05000032,0.075993916,51.53148797,543867.3324,183547.4226,Artists Workspaces,2018,,,,,,,,,,
Unit 8,Unit 8 Riverbank Business Park,Dye House Lane,,Tower Hamlets,www.artcoreint.net,6717569,E09000030,Bow East,E05009319,-0.020363184,51.53478204,537176.0791,183728.468,Artists Workspaces,2018,,,,,,,,,,
Warton House,150 Stratford High Street,Stratford,,Newham,www.acme.org.uk,10093475501,E09000025,Stratford and New Town,E05000492,-0.006814132,51.53466962,538115.8478,183741.4979,Artists Workspaces,2018,,,,,,,,,,
Timber Wharf -Block C,238-240 Kingsland Road,Hackney,,Hackney,www.spacestudios.org.uk,1E+11,E09000012,Haggerston,E05009375,-0.075841961,51.53589392,533326.1161,183749.4296,Artists Workspaces,2018,,,,,,,,,,
Orsman Road,15 Orsman Road,Hoxton,,Hackney,www.acme.org.uk,10008242975,E09000012,Hoxton East & Shoreditch,E05009377,-0.078761295,51.53614877,533122.9585,183772.4503,Artists Workspaces,2018,,,,,,,,,,
Cell Studios Cambridge Heath Road,258 cambridge heath road,,,Tower Hamlets,cellprojects.org,6021858,E09000030,St. Peter's,E05009331,-0.058436075,51.53396121,534538.6637,183566.4102,Artists Workspaces,2018,,,,,,,,,,
Studio Manifold,Ermine Mews,Laburnum Street,,Hackney,http://www.studiomanifold.org/about/,10008324060,E09000012,Haggerston,E05009375,-0.075856685,51.53613283,533324.3966,183775.9633,Artists Workspaces,2018,,,,,,,,,,
Southgate Studios,2-4 Southgate Road,,,Hackney,http://www.whitechapelgallery.org/first-thursdays/galleries/southgate-studios/,10008307552,E09000012,De Beauvoir,E05009371,-0.086049946,51.53770691,532613.0676,183932.4479,Artists Workspaces,2018,,,,,,,,,,
Crown Close,5 Crown Close,,,Tower Hamlets,http://www.v22collection.com,6075330,E09000030,Bow East,E05009319,-0.024779336,51.53669093,536864.1497,183932.4061,Artists Workspaces,2018,,,,,,,,,,
Peabody Yard,Greenman Street,Islington,,Islington,www.spacestudios.org.uk,10023223942,E09000019,St. Peter's,E05000380,-0.096395539,51.53893654,531892.2229,184050.4569,Artists Workspaces,2018,,,,,,,,,,
Britannia Works,43-45 Dace Road,Tower Hamlets,,Tower Hamlets,www.spacestudios.org.uk,6129407,E09000030,Bow East,E05009319,-0.022743329,51.53775378,537002.1181,184054.3894,Artists Workspaces,2018,,,,,,,,,,
Swan Wharf,60 Dace Road,,,Tower Hamlets,http://swanwharfproject.co.uk/contact/,6151658,E09000030,Bow East,E05009319,-0.021619376,51.53773485,537080.1003,184054.3943,Artists Workspaces,2018,,,,,,,,,,
Britannia Works,56 Dace Road,,,Tower Hamlets,www.londonbookarts.org,6135864,E09000030,Bow East,E05009319,-0.022771369,51.53777223,537000.1185,184056.3889,Artists Workspaces,2018,,,,,,,,,,
Bridget Riley,Dace Road,Tower Hamlets,,Tower Hamlets,www.spacestudios.org.uk,6180071,E09000030,Bow East,E05009319,-0.022754214,51.53778211,537001.2783,184057.5187,Artists Workspaces,2018,,,,,,,,,,
Hertford Road Studios,32A Hertford Road,,,Hackney,http://www.artworksproject.com/docs/info.html,10008225561,E09000012,De Beauvoir,E05009371,-0.078566189,51.53872642,533128.9595,184059.3812,Artists Workspaces,2018,,,,,,,,,,
Triangle,129-131 Mare Street,Hackney,,Hackney,www.spacestudios.org.uk,1E+11,E09000012,London Fields,E05009381,-0.057553178,51.53844286,534586.6489,184066.2884,Artists Workspaces,2018,,,,,,,,,,
The Rose Lipman Building ,43 De Beauvoir Road ,,,Hackney,www.themillcoproject.co.uk,10091900721,E09000012,De Beauvoir,E05009371,-0.081613285,51.53896522,532917.0048,184080.3945,Artists Workspaces,2018,,,,,,,,,,
Rowse Close,1 and 3a Rowse Close,Stratford,,Newham,www.acme.org.uk,46250199,E09000025,Stratford and New Town,E05000492,-0.007261893,51.5382833,538073.8558,184142.4114,Artists Workspaces,2018,,,,,,,,,,
Terrace Studios Gallery,4-17 Frederick Terrace,,,Hackney,https://www.facebook.com/TERRACE.STUDIOS.GALLERY/,10008320415,E09000012,London Fields,E05009381,-0.075777387,51.53954391,533319.9195,184155.3416,Artists Workspaces,2018,,,,,,,,,,
Stratford Studios,375 High Street,Stratford,,Newham,www.bowarts.org    www.artiststudiofinder.org   www.londonsartistquarter.org,10012838724,E09000025,Stratford and New Town,E05000492,-0.000372685,51.53885852,538549.7321,184219.4018,Artists Workspaces,2018,,,,,,,,,,
Cob Gallery,205 Royal College Street,,,Camden,https://www.cobgallery.com/contact/,5122723,E09000007,Camden Town with Primrose Hill,E05000130,-0.138023016,51.54116049,528999.8629,184223.4275,Artists Workspaces,2018,,,,,,,,,,
Stour Space,Stour Space,7 Roach Road,,Tower Hamlets,www.stourspace.co.uk,6172062,E09000030,Bow East,E05009319,-0.021095068,51.54018102,537109.0932,184327.3395,Artists Workspaces,2018,,,,,,,,,,
Martello,10 Martello Street,Hackney,,Hackney,www.spacestudios.org.uk,1E+11,E09000012,London Fields,E05009381,-0.058595104,51.54106797,534506.6635,184356.2211,Artists Workspaces,2018,,,,,,,,,,
Create Space London,"Wembly Point, 1 Harrow Rd",,,Brent,createspacelondon.org,202197437,E09000005,Tokyngton,E05000102,-0.273896663,51.54461354,519570.9107,184376.2008,Artists Workspaces,2018,,,,,,,,,,
Arlington,Arlington Road,Camden,,Camden,www.spacestudios.org.uk,5145123,E09000007,Camden Town with Primrose Hill,E05000130,-0.151286158,51.54304284,528075.074,184409.3756,Artists Workspaces,2018,,,,,,,,,,
Kingsgate Workshops,Kingsgate Workshops,110-116 Kingsgate Road,,Camden,www.kingsgateworkshops.org.uk,5184848,E09000007,Kilburn,E05000140,-0.196835746,51.54434518,524913.7805,184475.3189,Artists Workspaces,2018,,,,,,,,,,
Pearl & Coutts Studios,9 Queens Yard ,White Post Lane,,Tower Hamlets,https://www.motherx.co.uk/,6210818,E09000030,Bow East,E05009319,-0.022349895,51.54283703,537014.114,184620.2726,Artists Workspaces,2018,,,,,,,,,,
White Post Lane,49 White Post Lane Unit 4,Hackney Wick,,Tower Hamlets,www.arbeit.org.uk / www.arebyte.com,6077533,E09000030,Bow East,E05009319,-0.023501627,51.5428834,536934.1323,184623.2668,Artists Workspaces,2018,,,,,,,,,,
Victor House,282a Richmond Road,Hackney,,Hackney,www.spacestudios.org.uk,10008339866,E09000012,Hackney Central,E05009372,-0.059831322,51.54387614,534412.6699,184666.1567,Artists Workspaces,2018,,,,,,,,,,
Mainyard Studios,90-94 Wallis Rd,,,Hackney,https://mainyardstudios.co.uk,10008337819,E09000012,Hackney Wick,E05009374,-0.022729636,51.54439017,536983.1204,184792.2349,Artists Workspaces,2018,,,,,,,,,,
Cell Project,115 WALLIS ROAD,,,Hackney,cellprojects.org,10008346528,E09000012,Hackney Wick,E05009374,-0.023869727,51.54470612,536903.1385,184825.2229,Artists Workspaces,2018,,,,,,,,,,
117 Wallis Road,117 Wallis road ,Hackney Wick,,Hackney,www.arbeit.org.uk / www.arebyte.com,10008336713,E09000012,Hackney Wick,E05009374,-0.023507873,51.544736,536928.1328,184829.2237,Artists Workspaces,2018,,,,,,,,,,
Deborah House,Retreat Place,Hackney,,Hackney,www.spacestudios.org.uk,10008342937,E09000012,Homerton,E05009376,-0.049216113,51.5452378,535144.5062,184837.1114,Artists Workspaces,2018,,,,,,,,,,
Limberg Films,169 Balls Pond Rd,,,Hackney,www.artcoreint.net,10008297950,E09000012,De Beauvoir,E05009371,-0.082613412,51.54639144,532826.0186,184904.2039,Artists Workspaces,2018,,,,,,,,,,
Belsham,16 Belsham Street,Hackney,,Hackney,www.spacestudios.org.uk,10091775557,E09000012,Homerton,E05009376,-0.051748168,51.5460622,534966.5381,184924.0899,Artists Workspaces,2018,,,,,,,,,,
Dalston,"10-16 Ashwin Street, London, E8 3DL",,,Hackney,http://www.v22collection.com,10008241411,E09000012,Dalston,E05009370,-0.074305591,51.54674074,533400.8821,184958.1474,Artists Workspaces,2018,,,,,,,,,,
"Francis Upritchard, Daniel Silver and Martino Gamper",Belsham Street,,,Hackney,,10091775559,E09000012,Homerton,E05009376,-0.051940816,51.54645856,534952.009,184967.8012,Artists Workspaces,2018,,,,,,,,,,
Bootstrap Charity,18-22 Ashwin St,,,Hackney,http://www.bootstrapcompany.co.uk/,10008346228,E09000012,Dalston,E05009370,-0.074728878,51.54696352,533370.8883,184982.1442,Artists Workspaces,2018,,,,,,,,,,
Sarabande Studios,22 Hertford Road,,,Hackney,www.sarabandefoundation.org,10008307498,E09000012,De Beauvoir,E05009371,-0.078822119,51.53812812,533112.9624,183992.3986,Artists Workspaces,2018,,,,,,,,,,
A side B side gallery,352 Mare St,,,Hackney,www.asidebsidegallery.com,10008305042,E09000012,Hackney Central,E05009372,-0.05453345,51.54737642,534769.5728,185065.0651,Artists Workspaces,2018,,,,,,,,,,
Hatch,Unit G2,8 Mackintosh Lane,,Hackney,http://hatch-homerton.co.uk/,10008301285,E09000012,Homerton,E05009376,-0.042555944,51.54734988,535599.9094,185084.277,Artists Workspaces,2018,,,,,,,,,,
Eastway,80c Eastway,Hackney,,Hackney,www.spacestudios.org.uk,10008341867,E09000012,Hackney Wick,E05009374,-0.029489133,51.54716562,536506.2282,185088.1432,Artists Workspaces,2018,,,,,,,,,,
Cell Studios Ridley Road,89 RIDLEY ROAD,,,Hackney,cellprojects.org,10008320277,E09000012,Dalston,E05009370,-0.070671927,51.54842551,533647.8149,185152.0859,Artists Workspaces,2018,,,,,,,,,,
Barham Park,660 Harrow Rd,,,Brent,www.acava.org,202209700,E09000005,Sudbury,E05000101,-0.310992689,51.55232008,516979.495,185172.9592,Artists Workspaces,2018,,,,,,,,,,
Unit 7 Stamford Works,Gillett Square ,,,Hackney,http://opensource.london/about,10008242129,E09000012,Dalston,E05009370,-0.076490034,51.54932153,533241.9104,185241.094,Artists Workspaces,2018,,,,,,,,,,
Florence Trust,St Saviours church,Aberdeen Park,,Islington,www.florencetrust.org,5300000172,E09000019,Highbury East,E05000372,-0.093967122,51.55218806,532022.189,185528.1192,Artists Workspaces,2018,,,,,,,,,,
Matchmakers Wharf,Homerton Road,Homerton,,Hackney,www.acme.org.uk,10008325827,E09000012,King's Park,E05009379,-0.031124787,51.55170739,536379.2528,185590.0314,Artists Workspaces,2018,,,,,,,,,,
Absorb Arts,10-28 millers Ave ,Dalston ,,Hackney,Absorb-arts.co.uk and printclublondon.com,10091940511,E09000012,Shacklewell,E05009382,-0.074469156,51.55243575,533372.8587,185591.0116,Artists Workspaces,2018,,,,,,,,,,
Lighthouse Studios,73-75 & 89a Shacklewell Lane,,,Hackney,www.lighthousespace.co.uk,10008320328,E09000012,Shacklewell,E05009382,-0.071181865,51.55274138,533599.7999,185630.9885,Artists Workspaces,2018,,,,,,,,,,
Cognative Collective,Unit 4 Tilia Rd,,,Hackney,www.artcoreint.net,1E+11,E09000012,Hackney Downs,E05009373,-0.055480648,51.55290465,534687.5559,185677.9404,Artists Workspaces,2018,,,,,,,,,,
Hackney Downs Studios,Hackney Downs Studios,Amhurst Terrace,,Hackney,eatworkart.com,10008337805,E09000012,Shacklewell,E05009382,-0.066754358,51.55476372,533900.7124,185863.9233,Artists Workspaces,2018,,,,,,,,,,
Old Manor Park Library,835 Romford Road,Newham,,Newham,www.bowarts.org    www.artiststudiofinder.org   www.londonsartistquarter.org,10009001282,E09000025,Little Ilford,E05000487,0.053754443,51.55312932,542257.6628,185909.8836,Artists Workspaces,2018,,,,,,,,,,
The Lumen Studio,5 Thane Works ,,,Islington,http://www.thelumenstudio.london/,10093110026,E09000019,Finsbury Park,E05000371,-0.11368203,51.55994394,530633.4958,186355.0193,Artists Workspaces,2018,,,,,,,,,,
Stoke Newington,184 Church Street,Hackney,,Hackney,www.spacestudios.org.uk,207096173,E09000012,Clissold,E05009369,-0.082795826,51.5616189,532768.9486,186596.8436,Artists Workspaces,2018,,,,,,,,,,
Archway,Holloway Road 681-689,Archway,,Islington,www.arbeit.org.uk / www.arebyte.com,10008976813,E09000019,Junction,E05000376,-0.133940039,51.5651689,529214.8167,186899.9105,Artists Workspaces,2018,,,,,,,,,,
The Bomb Factory,Unit 2 9-15 Elthorne Rd,,,Islington,www.bombfactory.org.uk/about,5300030670,E09000019,Junction,E05000376,-0.131179085,51.56599723,529403.7712,186996.8917,Artists Workspaces,2018,,,,,,,,,,
Praxis N16,First Floor,3-9 Belfast Rd,,Hackney,,10008313250,E09000012,Cazenove,E05009368,-0.072371521,51.56555751,533479.7418,187053.7037,Artists Workspaces,2018,,,,,,,,,,
Politi Arts,"1st Floor, Units 2-4",10-12G Manor Rd,,Hackney,www.artcoreint.net,1E+11,E09000012,Stamford Hill West,E05009384,-0.074862551,51.56602112,533305.7826,187100.7053,Artists Workspaces,2018,,,,,,,,,,
Cell Studios Grosvenor Works,Grosvenor Way,Mount Pleasant Hill,Clapton,Hackney,cellprojects.org,10008336688,E09000012,Lea Bridge,E05009380,-0.051397889,51.56609206,534931.414,187151.6313,Artists Workspaces,2018,,,,,,,,,,
Murder Mile Studios,12 Grosvenor Way,,,Hackney,www.artcoreint.net,1E+11,E09000012,Lea Bridge,E05009380,-0.05189949,51.56617233,534896.4202,187159.6299,Artists Workspaces,2018,,,,,,,,,,
Lea Bridge Road,Enterprise Park Unit OH ,Lea Bridge Road,,Waltham Forest,www.arbeit.org.uk / www.arebyte.com,1E+11,E09000031,Lea Bridge,E05000603,-0.03476634,51.56829694,536077.2414,187427.636,Artists Workspaces,2018,,,,,,,,,,
"Park Sudios, Finsbury Park",Park Sudios,34 Scarborough Road,,Haringey,http://www.parkstudioslondon.org/,1E+11,E09000014,Stroud Green,E05000279,-0.106416534,51.57058187,531106.3227,187550.7338,Artists Workspaces,2018,,,,,,,,,,
Mainyard Studios - 5 Argall Avenue,5 Argall Avenue,,,Waltham Forest,https://mainyardstudios.co.uk,10024421362,E09000031,Lea Bridge,E05000603,-0.038482444,51.57047233,535813.2626,187662.5715,Artists Workspaces,2018,,,,,,,,,,
Mentmore Studios,11 Argall Avenue,,,Waltham Forest,http://mentmorestudios.co.uk/made/,10093560472,E09000031,Lea Bridge,E05000603,-0.039244046,51.57054799,535760.269,187669.5669,Artists Workspaces,2018,,,,,,,,,,
Unit 1,"Unit 1, 8 Argall Rd",,,Waltham Forest,www.artcoreint.net,,E09000031,Lea Bridge,E05000603,-0.037179377,51.57124191,535901.2466,187750.5585,Artists Workspaces,2018,,,,,,,,,,
Valentines Mansion,Valentines Mansion,Emerson Road,,Redbridge,http://www.valentinesmansion.com,10034921528,E09000026,Valentines,E05011253,0.066377156,51.57210608,543072.8516,188044.2952,Artists Workspaces,2018,,,,,,,,,,
New River Studios,199 Eade Road,,,Haringey,http://www.newriverstudios.com/,10003975439,E09000014,Seven Sisters,E05000278,-0.088137877,51.57495228,532359.9682,188069.5576,Artists Workspaces,2018,,,,,,,,,,
Usurp Art,Usurp Art,140 Vaughan Road,,Harrow,www.usurp.org.uk,1E+11,E09000015,West Harrow,E05000305,-0.349360673,51.57904253,514253.0225,188083.2907,Artists Workspaces,2018,,,,,,,,,,
PJR Creative Building,718 Seven Sisters Rd,,,Haringey,https://www.pjrcreativebuilding.co.uk/,1E+11,E09000014,St. Ann's,E05000277,-0.078036318,51.5804164,533043.7618,188695.3811,Artists Workspaces,2018,,,,,,,,,,
The Mill Co.,Bernard Works,23 Bernard Road ,,Haringey,www.themillcoproject.co.uk,10003978049,E09000014,Tottenham Green,E05000280,-0.068366781,51.58210093,533708.5767,188900.3031,Artists Workspaces,2018,,,,,,,,,,
PJR Creative Building,Unit 7,2 Norman Rd,,Haringey,https://www.pjrcreativebuilding.co.uk/,10093591482,E09000014,Tottenham Green,E05000280,-0.06840582,51.58254221,533704.5751,188949.2928,Artists Workspaces,2018,,,,,,,,,,
Lombard Rd,21c Lombard Rd,,,Merton,www.acava.org,48130102,E09000024,Abbey,E05000455,-0.189427848,51.40966428,525797.6822,169514.1291,Artists Workspaces,2018,,,,,,,,,,
Oaks Park,Croydon Lane,Carshalton,,Sutton,www.acme.org.uk,768018029,E09000029,Carshalton South and Clockhouse,E05000559,-0.174127333,51.33383365,527071.4929,161109.8929,Artists Workspaces,2018,,,,,,,,,,
Turf Projects,46/47 Trinity Court (Ground Floor),"Whitgift Shopping Centre,",,Croydon,www.turf-projects.com,2E+11,E09000008,Fairfield,E05011468,-0.099010414,51.3763539,532180.1842,165970.1421,Artists Workspaces,2018,,,,,,,,,,
Phipps Bridge,The Old Laundry,Phipps Bridge Rd,,Merton,www.acava.org,48111562,E09000024,Cricket Green,E05000458,-0.182225598,51.40526325,526310.5822,169037.2309,Artists Workspaces,2018,,,,,,,,,,
Hawks Road,47-51 Hawks Road,Kingston Upon Thames,,Kingston upon Thames,www.ascstudios.co.uk,10025170552,E09000021,Norbiton,E05000409,-0.293224831,51.40818644,518584.5897,169176.6536,Artists Workspaces,2018,,,,,,,,,,
Cannizaro Park,Potting Sheds,Cannizaro Park,,Merton,www.acava.org,48124885,E09000024,Village,E05000472,-0.232511218,51.42373831,522764.4245,171005.7121,Artists Workspaces,2018,,,,,,,,,,
Empire Arches, 1-9 Watts Mews,off Conyers Road,,Lambeth,https://www.instagram.com/empirearches/?hl=en,10093058949,E09000022,St. Leonard's,E05000428,-0.138149048,51.42278226,529325.9298,171061.9815,Artists Workspaces,2018,,,,,,,,,,
Carlew House,East Place,West Norwood,,Lambeth,www.acme.org.uk,1E+11,E09000022,Gipsy Hill,E05000422,-0.100809816,51.43040236,531899.2751,171975.7731,Artists Workspaces,2018,,,,,,,,,,
Wimbledon Art Studios,10 Riverside Yard,Earlsfield,,Wandsworth,www.wimbledonartstudios.co.uk,10008158183,E09000032,Earlsfield,E05000612,-0.188293862,51.43253345,525813.631,172058.6685,Artists Workspaces,2018,,,,,,,,,,
Bainbridge Print,"1 Sydenham Place, Off Lansdowne Hill",,,Lambeth,www.bainbridgeprint.com,2E+11,E09000022,Knight's Hill,E05000424,-0.104676051,51.43431391,531619.3372,172403.6947,Artists Workspaces,2018,,,,,,,,,,
Forest Hill Library,Dartmouth Road,Forest Hill,,Lewisham,http://www.v22collection.com,1E+11,E09000023,Forest Hill,E05000444,-0.05618143,51.43589345,534984.4903,172667.5841,Artists Workspaces,2018,,,,,,,,,,
Louise House,Dartmouth Road,Forest Hill,,Lewisham,http://www.v22collection.com,10023226836,E09000023,Forest Hill,E05000444,-0.055863213,51.43593313,535006.4847,172672.5827,Artists Workspaces,2018,,,,,,,,,,
Streatham Hill,"47 Streatham Hill, ",Streatham ,,Lambeth,www.ascstudios.co.uk,10000445647,E09000022,Streatham Hill,E05000430,-0.124965017,51.44056664,530191.6807,173062.5908,Artists Workspaces,2018,,,,,,,,,,
Canvas and cream,18 London Road,,,Lewisham,http://www.canvasandcream.com/,1E+11,E09000023,Forest Hill,E05000444,-0.054710451,51.43970001,535075.4594,173093.5014,Artists Workspaces,2018,,,,,,,,,,
Whirled Art,118 Stansted Road,,,Lewisham,http://www.whirledart.co.uk,10093391224,E09000023,Perry Vale,E05000450,-0.04639394,51.44137819,535648.3115,173295.4517,Artists Workspaces,2018,,,,,,,,,,
Catford Dek,Old Town Hall,catford Road,,Lewisham,www.bowarts.org    www.artiststudiofinder.org   www.londonsartistquarter.org,10023226829,E09000023,Rushey Green,E05000451,-0.020380851,51.4452943,537443.8621,173779.3654,Artists Workspaces,2018,,,,,,,,,,
FriendsWorkShops,1 Park Mews,,,Lambeth,-,10090196587,E09000022,Thurlow Park,E05000434,-0.100359001,51.44959481,531875.2501,174110.3735,Artists Workspaces,2018,,,,,,,,,,
Leegate Studios,Leegate House,Burnt Ash Road,,Lewisham,www.bowarts.org    www.artiststudiofinder.org   www.londonsartistquarter.org,10093393751,E09000023,Lee Green,E05000447,0.011887677,51.45619315,539652.2962,175052.1868,Artists Workspaces,2018,,,,,,,,,,
Ladywell Bridge,Vaults E1-E7,59 Ladywell Road,,Lewisham,http://www.v22collection.com,10023230358,E09000023,Lewisham Central,E05000448,-0.018399094,51.45683463,537546.8046,175066.1042,Artists Workspaces,2018,,,,,,,,,,
